missingness_mechanism,mask_rate,strategy,failure_auroc_mean,failure_auroc_std,failure_auprc_mean,failure_auprc_std,risk_brier_mean,risk_brier_std,risk_nll_mean,risk_nll_std,risk_ece_mean,risk_ece_std,aurc_mean,aurc_std,attribution_macro_f1_all_causes_mean,attribution_macro_f1_all_causes_std,attribution_micro_f1_all_causes_mean,attribution_micro_f1_all_causes_std,attribution_macro_f1_observable_causes_mean,attribution_macro_f1_observable_causes_std,attribution_micro_f1_observable_causes_mean,attribution_micro_f1_observable_causes_std
MNAR,0.5,modular_inference,0.6309441048513366,0.0032070811359532,0.5497358319049226,0.0047073963368746,0.1923257912746101,0.0007342801773081,0.5717309802284423,0.001651436606611,0.0220912130152692,0.0010306087135453,0.2711714620939648,0.0022865204302471,0.1321992631454678,0.0007058920296043,0.1400592710680417,0.0007638119051381,0.8475202418239421,0.0036847321702371,0.8818985352507129,0.0015839305767728
MNAR,0.5,zero_imputation,0.4926775290259886,0.0034743746382217,0.3393038558493289,0.0033973546119244,0.2175574990980634,0.0006630409819828,0.6267610978429314,0.0013863939930726,0.0043903017433418,0.0030754076707845,0.3448480183705739,0.0022762351945586,0.1321992631454678,0.0007058920296043,0.1400592710680417,0.0007638119051381,0.8475202418239421,0.0036847321702371,0.8818985352507129,0.0015839305767728
MNAR,0.7,axis_dropout_training,0.5430900981608184,0.0029514885675295,0.3989873461010421,0.0027085308935439,0.2139663967472684,0.000889790975987,0.6192653706474994,0.0018894553355017,0.0512271184320482,0.0021719303444144,0.3028775293101232,0.0031713514291197,0.0762596734415287,0.0007124966159393,0.0788695011605141,0.0007351939529987,0.9383800804639196,0.0026845141611197,0.9487050104303256,0.0021327210267256
MNAR,0.7,missing_indicator,0.7241063525342487,0.0019190882211143,0.5987141210261608,0.0036688262653013,0.1843026274175001,0.0007487384891909,0.5489679422368673,0.0018054230152436,0.0319476642410709,0.0016602035700332,0.1818858205873103,0.0017193740398075,0.0762585887838224,0.0007183291131461,0.0788774132138701,0.000741130826461,0.9398357570104904,0.0034646094998308,0.949241976181761,0.0019459720869979
MNAR,0.7,modular_inference,0.6215107966850446,0.0033320771809408,0.5308720734304329,0.0041282511371977,0.1951073644555684,0.0008763002801647,0.5776675999337588,0.0019471524687584,0.0168887332196388,0.0032006340280781,0.2671088765467326,0.0029241111753898,0.0763261673399914,0.0007250467140352,0.0789459339253575,0.0007537678171657,0.941582668356504,0.0025620705313357,0.9504171463157725,0.0020267647647586
MNAR,0.7,zero_imputation,0.5408543966332597,0.00306056459738,0.3971109371629827,0.0028371687475499,0.2137251382822659,0.0009138152396936,0.6186686159879411,0.0019150167674235,0.0371852028885683,0.0030742687707754,0.3041371733333765,0.0032329695977355,0.0763261673399914,0.0007250467140352,0.0789459339253575,0.0007537678171657,0.941582668356504,0.0025620705313357,0.9504171463157725,0.0020267647647586
adversarial,0.1,axis_dropout_training,0.8038728498185126,0.001272193668401,0.7056811424976447,0.0017373565232424,0.1577671955004382,0.0007030926651632,0.4852753434767234,0.0019382886717119,0.0225416624059308,0.0017040826516009,0.1476346227855359,0.0018775901732265,0.660935811206001,0.0044054783602952,0.6772851403383053,0.0031504606097488,0.8617624267546471,0.003293091208387,0.8774479169708431,0.001851730575123
adversarial,0.1,missing_indicator,0.8364830800682261,0.0015174476990241,0.7517233872879909,0.0013982674057242,0.1443957446645094,0.0007981195738164,0.4520831610362478,0.0023743376313231,0.0261415420989712,0.0022426349181344,0.1318869297696505,0.0018978779510503,0.659992121480937,0.0042345573420348,0.6762017636619392,0.0027062402887265,0.8603372115274954,0.0040514385658681,0.8758783877177487,0.0026486445362079
adversarial,0.1,modular_inference,0.8249445652370857,0.0012348676447869,0.7390041176526669,0.00163390654192,0.1482618949356638,0.000671174005243,0.4619234171607665,0.0017913867071343,0.0216550309836547,0.0021312075483502,0.1387510691242441,0.0018190207404989,0.6583504275804707,0.0042071122438336,0.675296111083356,0.0031038278433008,0.8590030700301385,0.0034504839860422,0.8751705548350636,0.0022376759022754
adversarial,0.1,zero_imputation,0.8037766799227818,0.0011645669602604,0.7057286325933605,0.0016623299441805,0.1580159424396484,0.0007291925961137,0.4856964047853599,0.0017500694069158,0.025022178967619,0.0027261493290014,0.1477092778535715,0.0017774467544403,0.6583504275804707,0.0042071122438336,0.675296111083356,0.0031038278433008,0.8590030700301385,0.0034504839860422,0.8751705548350636,0.0022376759022754
