suite,split,method,n,seed_n,dataset_n,failure_auroc_mean,failure_auroc_std,failure_auprc_mean,failure_auprc_std,risk_ece_10bin_mean,risk_ece_10bin_std,risk_nll_mean,risk_nll_std,risk_brier_mean,risk_brier_std,risk_coverage_auc_mean,risk_coverage_auc_std,selective_risk_at_80_mean,selective_risk_at_80_std,selective_risk_at_90_mean,selective_risk_at_90_std,worst_slice_risk_mean,worst_slice_risk_std,coverage_gap_worst_minus_overall_mean,coverage_gap_worst_minus_overall_std,route_group,paper_role,result_source
ChEMBL10k,assay,risk_mara_ad_guard,10,10,1,0.5135921061555713,0.011984473668211886,0.20192859015601727,0.01567810290662334,0.0125919215620947,0.005773200535382625,0.49436053357973864,0.018007209093210987,0.15740196486117614,0.007803564874794516,0.19188944654048412,0.014376105618836345,0.19548306148055206,0.014987177361397342,0.19632107023411371,0.01418651379917771,0.21261865832541602,0.02043573744663758,0.01688358557077476,0.012001683939525694,Proposed,ood-guard-variant,ours_rerun_same_protocol
ChEMBL10k,assay,risk_mara_ad_guard_isotonic,10,10,1,0.5144751596248917,0.010271454998640003,0.2008699817186587,0.015055612304424431,0.012980489022909589,0.007110122056950092,0.4972177925939915,0.01626976849266196,0.15743494426709145,0.007691989905444744,0.19021224309679471,0.012945390660761807,0.19654956085319947,0.014572505870245897,0.1959866220735786,0.014102062250032625,0.21261865832541602,0.02043573744663758,0.01688358557077476,0.012001683939525694,Proposed,ood-guard-calibrated-variant,ours_rerun_same_protocol
ChEMBL10k,assay,risk_mara_ad_guard_rate,10,10,1,0.5157261841987403,0.011167423826500777,0.2029240256062054,0.01658909313353712,0.05897974838572283,0.008904289001315579,0.515198095654895,0.016901000476069312,0.1617216908567941,0.007183317969267248,0.1895356301060373,0.009981194155768666,0.19422835633626095,0.013488323458849136,0.19587513935340023,0.013646707399849968,0.21261865832541602,0.02043573744663758,0.01688358557077476,0.012001683939525694,Proposed,ood-guard-rate-matched-variant,ours_rerun_same_protocol
ChEMBL10k,assay,risk_mara_dual_blend_rate,10,10,1,0.538457886326271,0.011843302422658073,0.22677776439612013,0.01421725343664088,0.02108223497767523,0.009710802151299599,0.4950262866153109,0.01789215042835837,0.15768133213616206,0.0076455592112920035,0.18092085755513188,0.013559972256999906,0.1850062735257214,0.01271823142754999,0.18879598662207356,0.012894486580429564,0.21261865832541602,0.02043573744663758,0.01688358557077476,0.012001683939525694,Proposed,dual-head-blend-variant,ours_rerun_same_protocol
ChEMBL10k,assay,risk_mara_dual_guard_rate,10,10,1,0.5352944780058289,0.010479979861904886,0.22457560995579723,0.01418758789229482,0.02075843737127152,0.006010332114755544,0.494739383602494,0.01773333811191913,0.15751248803344742,0.007640296852291773,0.18243173111105998,0.013264567401096607,0.18632371392722705,0.012972030463630975,0.18946488294314373,0.012900910670627989,0.21261865832541602,0.02043573744663758,0.01688358557077476,0.012001683939525694,Proposed,dual-head-guard-variant,ours_rerun_same_protocol
ChEMBL10k,assay,risk_mara_isotonic,10,10,1,0.5389012359048815,0.012819588324749831,0.21904311102290128,0.01621206152999921,0.02031982496170517,0.00980792566540518,0.5013542799729885,0.015164101455252614,0.15830934495044574,0.007753958162748728,0.1795722784116059,0.013464872283692276,0.18638644918444158,0.013634238053435492,0.1885730211817168,0.013784768100285585,0.21261865832541602,0.02043573744663758,0.01688358557077476,0.012001683939525694,Proposed,calibrated-variant,ours_rerun_same_protocol
ChEMBL10k,assay,risk_mara_rank_fusion,10,10,1,0.5467515806814135,0.010667549354530879,0.22477290158357016,0.02017782951537898,0.0336212910455485,0.008833109587586698,0.4982082018333426,0.017896606110952472,0.1582486136593601,0.007538320021138092,0.1755114895418465,0.010442282782896939,0.1869510664993726,0.01287729344905116,0.19041248606465994,0.012425864857924681,0.21261865832541602,0.02043573744663758,0.01688358557077476,0.012001683939525694,Proposed,rank-fusion-main,ours_rerun_same_protocol
ChEMBL10k,assay,risk_rf_error_predictor,10,10,1,0.5328718761094928,0.021389167726061198,0.22012590661961468,0.023568159025288544,0.23135936552906386,0.017180530540939185,0.6188068505172759,0.0066692655162973406,0.21376961915925147,0.003212042482045513,0.18179818424430833,0.009898377981845096,0.18920953575909658,0.01159499628822877,0.19136008918617606,0.012419889982247082,0.21261865832541602,0.02043573744663758,0.01688358557077476,0.012001683939525694,Direct mechanism competitors,direct-4,rerun_same_protocol
ChEMBL10k,assay,risk_scalar_full,10,10,1,0.5352944780058289,0.010479979861904886,0.22457560995579723,0.01418758789229482,0.2991139711196683,0.013361721940623574,0.6884661591478689,0.0034575914682718426,0.24751592842253056,0.0018037642162873173,0.18243173111105998,0.013264567401096607,0.18632371392722705,0.012972030463630975,0.18946488294314373,0.012900910670627989,0.21261865832541602,0.02043573744663758,0.01688358557077476,0.012001683939525694,Strong scalar control,control-1,rerun_same_protocol
ChEMBL10k,assay,risk_uncertainty_only,10,10,1,0.5129744273830483,0.017350971960412912,0.2041090225499314,0.019565063173894063,0.3041839506762724,0.013076038019163159,0.6931527807667655,0.0012430010996965515,0.24999927231833796,0.0006218118982331139,0.1892399025950365,0.011127546893507116,0.1934755332496863,0.012713932723495119,0.1942586399108138,0.012706231858512936,0.21261865832541602,0.02043573744663758,0.01688358557077476,0.012001683939525694,Recent same-task OOD/UQ,recent-2,rerun_same_protocol
