baseline,metric,n,mean_advantage,median_advantage,win_rate,wilcoxon_greater_p,bootstrap_ci95_low,bootstrap_ci95_high,holm_p_all_tests,holm_significant_0p05
risk_mara_dual_guard_rate,risk_ece_10bin,680,0.0046364312038643,0.0016416309688423,0.5294117647058824,0.0003035388678957,0.0025897731065171,0.0066389777701153,0.0021247720752698997,True
risk_mara_dual_guard_rate,selective_risk_at_90,680,0.0015557823799733,0.0,0.4926470588235294,3.704253510925276e-06,0.000825031155648,0.0022526577400294,3.704253510925276e-05,True
risk_mara_dual_guard_rate,failure_auroc,680,0.0174942108681303,0.0149671870894891,0.7691176470588236,4.3435289383709425e-51,0.0153953881015983,0.0196064175689241,2.115832845875518e-49,True
risk_mara_dual_guard_rate,failure_auprc,680,0.0163145963368836,0.0181693759734009,0.6588235294117647,2.8952873780870177e-25,0.0130801256610407,0.019524126549287,7.223523704865981e-24,True
risk_mara_dual_guard_rate,risk_brier,680,0.0009671480528779,0.0012066371570717,0.5808823529411765,1.7000169137027834e-09,0.0004863862435134,0.0014495484507011,2.2100219878136185e-08,True
risk_mara_dual_guard_rate,selective_risk_at_80,680,0.0039317196300126,0.002267573696145,0.5529411764705883,1.2784269377346583e-16,0.0030352764473531,0.0047990998070839,2.6846965692427825e-15,True
risk_mara_dual_guard_rate,risk_nll,680,0.003609663504674,0.0031875784761584,0.6279411764705882,7.58044599728694e-11,0.002294118444801,0.0049873618043684,1.137066899593041e-09,True
risk_mara_isotonic,risk_coverage_auc,680,0.009406469696345,0.0078070998427676,0.8147058823529412,1.6049754750646066e-64,0.0084059675149601,0.0104219589815165,9.308857755374719e-63,True
risk_mara_isotonic,risk_ece_10bin,680,0.0078995377089735,0.0047993891712994,0.5705882352941176,7.631294803481193e-10,0.0057328634994838,0.0101017091588139,1.068381272487367e-08,True
risk_mara_isotonic,selective_risk_at_90,680,0.002880419031602,0.0027932960893854,0.5720588235294117,1.5777977503530097e-12,0.0020821803080016,0.0036874491408286,2.8400359506354176e-11,True
risk_mara_isotonic,failure_auroc,680,0.024647964277619,0.0210328766840026,0.8573529411764705,6.223681115260036e-82,0.0225329503067783,0.0268634376122655,4.4188135918346255e-80,True
risk_mara_isotonic,failure_auprc,680,0.0492424691627459,0.0454323652763773,0.8955882352941177,3.556572662297278e-101,0.0460745363334507,0.0523826927317453,3.4498754824283595e-99,True
